DEPARTAMENTO,MUNICIPIO,NOMBRE DE ORGANIZACIÓN,NIT,FECHA DE CONSTITUCIÓN,TELÉFONO,CADENA O SISTEMA  PRODUCTIVO,ACTIVIDAD AGROPECUARIA,PRODUCTOS
SANTANDER,CIMITARRA,ASOCIACION DE PRODUCTORES AGROEMPRESARIALES Y ACUICOLAS DE COLOMBIA,8040176261,07/28/2004 12:00:00 AM,3102642663,PECUARIO,PISCICOLA,PECES
SANTANDER,CIMITARRA,ASOCIACION UNIFICADA DE CAMPESINOS DE COLOMBIA ASOUNICOL,8040176247,07/28/2004 12:00:00 AM,3162914208,CACAO,AGRICOLA,CACAO
SANTANDER,CIMITARRA,ASOCIACION DE CAMPESINOS AGROPECUARIOS DE CIMITARRA CACIM.,8040119119,09/13/2001 12:00:00 AM,3185359031,GANADERIA,PECUARIA,GANADO
SANTANDER,CIMITARRA,COMITE DE GANADEROS DE CIMITARRA COGACI,8040091124,06/27/2000 12:00:00 AM,3186163289,GANADERIA,PECUARIA,GANADO
SANTANDER,CONCEPCIÓN,"ASOCIACIÓN DE OVINOCULTORES, CAPRINOCULTORES Y PROFESIONALES DEL NORORIENTE COLOMBIANO ""ASOPACON""",900237214-2,08/27/2008 12:00:00 AM,3118479703,PRODUCCIÓN DE OVINOS Y CAPRINOS,PECUARIA,PRODUCCIÓN Y COMERCIALIZACIÓN DE OVINOS Y CAPRINOS
SANTANDER,CONCEPCIÓN,ASOCIACION DE HILANDERAS DEL MUNICIPIO DE CONCEPCION ASHILCO,900653612-4,06/17/2012 12:00:00 AM,3124658470,PRODUCCIÓN DE OVINOS,PECUARIA,PRODUCCION DE CARNE Y LANA OVINA
SANTANDER,CONFINES,ASOCIACION DE MUJERES CAFETERAS CONFINEÑAS (ASMUCACON),900729327-8,05/09/2014 12:00:00 AM,3178148337,CAFÉ,AGRICOLA,TRANSFORMACION CAFÉ
SANTANDER,CONFINES,ASOCIACION DE GANADEROS (CONFIGAN),900257196-3,12/17/2008 12:00:00 AM,3167122206,BOVINO,PECUARIA,GANADO
SANTANDER,CONTRATACION,ASOCIACION DE VICTIMAS DEL CONFLICTO ARMADO DE CONTRATACION. ASOVICONTRA,900858838-2,05/12/2015 12:00:00 AM,3208874190,AVICOLA,PECUARIA,HUEVOS
SANTANDER,COROMORO,ASOGACOR,900380337-0,06/10/2010 12:00:00 AM,3118381561,GANADERIA,PECUARIO,GANDO EN PIE
SANTANDER,COROMORO,ASOCIACION DE MUJERES CAMPESINAS CON FUNTURO DE COROMORO (AMUCAFU),900763636-2,07/12/2014 12:00:00 AM,3214524536,TRANSFORMACION PRODUCTOS AGRICOLAS,AGRICOLA,TRANSFORMACION PRODUCTOS AGRICOLAS
SANTANDER,COROMORO,ASOCIACION DE PRODUCTORES AGROPECUARIOS COROMORREÑOS (ASOPROACOR),900988870-6,07/13/2016 12:00:00 AM,3212625193,TRANSFORMACION PRODUCTOS AGRICOLAS,AGRICOLA,TRANSFORMACION PRODUCTOS AGRICOLAS
SANTANDER,COROMORO,ASOCIACION COROMORREÑA DE PRODUCTORES AGROPECUARIOS (ASOCORPA),900330548-4,03/23/2017 12:00:00 AM,3124377377,TRANSFORMACION PRODUCTOS AGRICOLAS,AGRICOLA,TRANSFORMACION PRODUCTOS AGRICOLAS
SANTANDER,CURITI,MUJERES LIDERES CAMPESINAS,804008311,08/11/1999 12:00:00 AM,3107547980,CULTIVOS TRANSITORIOS,AGRICOLA,"FRIJOL MAÍZ , CÍTRICOS ,ETC"
SANTANDER,EL CARMEN DE CHUCURI,"""APROCAR"" ASOCIACIÓN DE PRODUCTORES DE CACAO DE EL CARMEN DE CHUCURI",804011197-6,05/04/2001 12:00:00 AM,3208087551,CACAOTEROS,AGRICOLA,CACAO
SANTANDER,EL CARMEN DE CHUCURI,"""ASOCAMC"" ASOCIACIÓN AGROPECUARIA Y CAMPESINA DE EL CARMEN DE CHUCURI",900708250-1,03/04/2014 12:00:00 AM,3214606828,TRANSFORMACIÓN DE CACAO,AGRICOLA Y TRANSFORMACION,CACAO
SANTANDER,EL CARMEN DE CHUCURI,"""ASOGROMESAN"" ASOCIACIÓN AGROPECUARIA Y AMBIENTAL DEL MAGDALENA MEDIO SANTANDEREANO",900175998-0,09/28/2007 12:00:00 AM,3203066199,GANADERIA DOBLE PROPOSITO,PECUARIO,LECHE. DERIVADOS LACTEOS
SANTANDER,EL CARMEN DE CHUCURI,"""ACATY"" ASOCIACIÓN CAMPESINA AGROECOLÓGICA Y TURÍSTICA DE LA SERRANÍA DE LOS YARIGUÍES",900520345-1,04/26/2012 12:00:00 AM,3219244944,HORTOFRUCTICOLA,AGRICOLA,"LULO, CAFÉ, APIO, TOMATE"
SANTANDER,EL CARMEN DE CHUCURI,"""APROPEZCA ""ASOCIACIÓN DE PRODUCTORES DE PECES DE EL CARMEN DE CHUCURI",900221169-9,05/23/2008 12:00:00 AM,3212590059,PISCICULTURA,PECUARIO,"CACHAMA, MOJARRA, BAGRE, BOCACHICO"
SANTANDER,EL CARMEN DE CHUCURI,"""FUINMUCAR "" FUNDACIÓN PARA EL DESARROLLO INTEGRAL DE LA MUJER CARMELEÑA",900603236-4,03/21/2013 12:00:00 AM,3214914357,CACAOTEROS,AGRICOLA,CACAO
SANTANDER,EL CARMEN DE CHUCURI,"""ASOHECAR"" ASOCIACIÓN DE HEVEICULTORES Y REFORESTADORES DE EL CARMEN SANTANDER",900023914-0,05/18/2005 12:00:00 AM,3208532060,CAUCHO,AGRICOLA,SERVICIOS AMBIENTALES
SANTANDER,EL CARMEN DE CHUCURI,"""FMUSA "" FUNDACIÓN DE MUJERES UNIDAS PARA LA SEGURIDAD ALIMENTARIA",900987726-9,07/08/2016 12:00:00 AM,3124581624,HORTOFRUCTICOLA,AGRICOLA,HORTALIZAS
SANTANDER,EL CARMEN DE CHUCURI,"""ASOAGROPALTA"" ASOCIACIÓN AGROINDUSTRIAL DE SANTO DOMINGO DEL RAMO",900627504-7,06/18/2013 12:00:00 AM,3202741003,AGUACATE HASS,AGRICOLA,AGUACATE
SANTANDER,EL CARMEN DE CHUCURI,ASOCIACION AGROPECUARIA MIRALINDO,901008747-8,09/14/2016 12:00:00 AM,3506983543,CACAO,AGRICOLA,CACAO
SANTANDER,EL CARMEN DE CHUCURI,"CORTIPAZ ""CORPORACION DE TIERRAS PARA LA PAZ""",804015245-1,02/28/2000 12:00:00 AM,3102645047,CACAO,AGRICOLA,CACAO
SANTANDER,EL CARMEN DE CHUCURI,AMSYC,900926885-0,01/19/2016 12:00:00 AM,3223081559,AGROFORESTAL - CACAO,AGRICOLA,CACAO-MADERABLES
SANTANDER,EL GUACAMAYO,ASOCIACION UNION EXPO AGRO,900555501-5,09/19/2012 12:00:00 AM,3143319828,CACAO,AGRICOLA,CACAO
SANTANDER,EL GUACAMAYO,ASOCIACION DE MUJERES CAMPESINAS ABEJITAS EN ACCION,804015595-2,07/23/2003 12:00:00 AM,3219372987,HORTOFRUCTICOLA,AGRICOLA,FRUTAS Y VERDURAS
SANTANDER,EL PEÑON,ASOCIACIÒN DE PRODUCTORES AGROPECUARIOS DE EL PEÑON SANTANDER.PROGRESANDO UNIDOS.,900585590-9,01/21/2013 12:00:00 AM,3108012265,LACTEA- HORTOFRUCTICOLA,AGROPECUARIA,LECHE Y MORA
SANTANDER,EL PEÑON,ASOCIACIÒN CACAOTERA AGROPECUARIA DE EL PEÑÒN RIO BLANCO.ACAPER.,900691100-7,01/17/2014 12:00:00 AM,3118906146,CACAO,AGRICULTURA,CACAO
SANTANDER,EL PEÑON,ASOCIACIÒN DE PRODUCTORES DE EL PEÑÒN. FRUTIPEÑÒN.,900021907-1,03/05/2005 12:00:00 AM,3118690934,MORA,AGRICULTURA,MORA
SANTANDER,EL PEÑON,ASOCIACIÒN DE MUJERES EMPRENDEDORAS ECHADAS PA' ADELANTE NI UN PASO ATRÁS. AMEPEÑÒN.,900545522-7,08/14/2012 12:00:00 AM,3118807683,CONFECCIONES,CONFECCIONES,CONFECCIONES
SANTANDER,EL PEÑON,ASOCIACIÒN AGROINDUSTRIAL DE PANELEROS LA OTOVALEÑA,804012108-5,09/26/2001 12:00:00 AM,3132400646,CACAO,AGRICULTURA,CACAO
SANTANDER,EL PEÑON,ASOCIACIÒN DE PRODUCTORES AGROPECUARIOS CONSTRUYENDO DESARROLLO. APROACODE,901083119-1,05/25/2017 12:00:00 AM,3204270248,CACAO,AGRICULTURA,CACAO
SANTANDER,EL PLAYON,ASOCIACION DE GANADEROS DE EL PLAYON  (ASOGAPLA),900751836-7,04/04/2014 12:00:00 AM,3156639547,CARNICA,PECUARIA,GANADO EN PIE
SANTANDER,EL PLAYON,ASOCIACION DE CACAOCULTORES DE SAN PEDRO DE LA TIGRA ASOCATIGRA,900326766-8,12/02/2009 12:00:00 AM,3142220062,CACAO,AGRICOLA,COMERCIALIZACION DE CACAO EN PEPA
SANTANDER,EL PLAYON,ASOCIACION DE CACAOCULTORES DE EL PLAYON.  ASOCAP,804015189-5,05/05/2003 12:00:00 AM,3112238602,CACAO,AGRICOLA,CACAO
SANTANDER,EL PLAYON,ASOCIACION DE PRODUCTORES DE CITRICOS DE EL PLAYON ASOCISAN,900234126-4,08/11/2008 12:00:00 AM,3112230618,HORTOFRUCTICOLA,AGRICOLA,CITRICOS
SANTANDER,EL PLAYON,ASOCIACION AGRICOLA Y PECUARIA DE SANTANDER (ASAPS),900941812-6,02/23/2016 12:00:00 AM,3114883513,CACAO,AGRICOLA,CACAO
SANTANDER,EL PLAYON,ASOCIACION DE PRODUCTORES DE CACAO POR LA PAZ. ASOCAPAZ,901030638-7,11/28/2016 12:00:00 AM,3156639547,CACAO,AGRICOLA,CACAO
SANTANDER,EL PLAYON,ASOCIACION DE CAMPESINOS VICTIMAS DE EL PLAYON  (ASOCAMVIVIP),901031973-2,12/01/2016 12:00:00 AM,3212809191,CACAO Y GANADERIA,AGROPECUARIO,COMERCIALIZACION DE PRODUCTOS AGROPECUARIOS
SANTANDER,ENCINO,ASOCIACION DE PRODUCTORES DE ENCINO ASOPRAEN,900722534-4,04/16/2014 12:00:00 AM,3209285467,AGROPECUARIO,AGROPECUARIO,PROMUEVE EL SECTOR AGROPECUARIO
SANTANDER,ENCINO,ASOCIACION DE PRODUCTORES VERDES DE ENCINO APROVER,900010098-9,03/01/2005 12:00:00 AM,3212939249,CAFÉ,AGRICOLA,CAFÉ MOLIDO Y OTROS PRODUCTOS.
SANTANDER,ENCISO,ASOCIACION DE MUJERES EMPRENDEDORAS DE ENCISO.,901359616,01/28/2020 12:00:00 AM,3232112550,LACTEA - HORTOFRUCTICOLA,AGROPECUARIO,"LECHE, FRUTALES, HORTALIZAS"
SANTANDER,ENCISO,ASOCIACION DE PRODUCTORES AGROPECUARIOS POR EL PROGRESO DE ENCISO,9008477054,03/25/2015 12:00:00 AM,3124984198,CAPRINA - HORTOFRUCTICOLA,AGROPECUARIO,"FRUTALES TROPICALES ( ALOE VERA), CAPRINOS"
SANTANDER,FLORIAN,TISQUICAÑA,900120845-6,04/21/2006 12:00:00 AM,3114767983,PANELA,AGRICOLA,"PANELA EN BLOQUE KILO, MIEL"
SANTANDER,FLORIAN,ASOCIACIÓN FRUTICOLA DE FLORIAN,901098404-1,04/22/2006 12:00:00 AM,3138170666,GUAYABA,AGRICOLA,GUAYABA EN FRESCO
SANTANDER,FLORIAN,PISCICOLAS Y DEFENSORES DEL MEDIO AMBIENTE FLORIAN- ASPISAM-SL,901104741-5,07/16/2017 12:00:00 AM,3212079744,PISICOLA,PECUARIA,"TILAPIA ROJA, CACHAMA, TILAPIA TAILANDESA EN FRESCO, PROMOTORES DEL CUIDADO DEL MEDIO AMBIENTE."
SANTANDER,FLORIAN,UNIHASS-AGUACATE,900375913-3,08/17/2010 12:00:00 AM,3103583253,AGUACATE HASS,AGRICOLA,AGUACATE TIPO EXPORTACIÓN
SANTANDER,FLORIAN,ASMUFLORIAN-MUJERES,901097636-9,06/17/2017 12:00:00 AM,3127874073,BOCADILLO,AGRICOLA,HOJAS EN FRESCO DE BIJAO
SANTANDER,FLORIAN,ASOCIACION DE GANADEROS VENTANAS DE TISQUIZOQUE DEL MUNICIPIO DE FLORIAN,900719519-2,04/04/2014 12:00:00 AM,3202458687,GANADERA,PECUARIA,"GANADO BOVINO PARA SACRIFICIO, PRODUCCIÓN LECHE Y DOBLE PROPÓSITO."
SANTANDER,FLORIAN,FLORIANHASS,901336528-8,10/31/2019 12:00:00 AM,3103250836,AGUACATE HASS,AGRICOLA,AGUACATE TIPO EXPORTACIÓN
SANTANDER,FLORIAN,ASOCACAO FLORIAN,900646921- 6,06/14/2000 12:00:00 AM,3125184452,CACAO,AGRICOLA,CACAO GRANO SECO
SANTANDER,FLORIDABLANCA,"ASOCIACION DE CULTIVADORES DE CACAO DE FLORIDABLANCA  ""ASOCAF""",900297280-5,07/01/2009 12:00:00 AM,6773053,CACAO,AGRICOLA,CACAO
SANTANDER,FLORIDABLANCA,"ASOCIACION CACAOTERA LA COLMENA VEREDA HELECHALES  ""ASOCOLMENA""",900117245-6,11/07/2006 12:00:00 AM,3112509737,CACAO,AGRICOLA,CACAO
SANTANDER,FLORIDABLANCA,"ASOCIACION PRODUCTORA AGROPECUARIA DE FLORIDABLANCA ""ASOPROAGROF""",901133237-8,11/21/2017 12:00:00 AM,3212674667,CAFÉ,AGRICOLA,CAFÉ
SANTANDER,FLORIDABLANCA,"ASOCIACION AGROCAMPESINA LA ESPERANZA ""AGROESPERANZA""",901082899-3,05/24/2017 12:00:00 AM,3154831557,HORTOFRUCTICOLA,AGRICOLA,HORTALIZAS Y AROMATICAS
SANTANDER,FLORIDABLANCA,"ASOCIACION PARA LA CONSERVACION DEL SISTEMA ANDINO ""ASODIVISO""",804017486-7,07/02/2004 12:00:00 AM,3016008256,HORTOFRUCTICOLA,AGRICOLA,AROMATICAS - POLLOS ENGORDE Y PONEDORAS
SANTANDER,FLORIDABLANCA,"ASOCIACION CAMPESINA PARA LA CONSERVACION DEL SISTEMA ANDINO CERRO LA JUDIA ""MAKLENKE""",900030201-7,06/22/2005 12:00:00 AM,3134074285,CACAO- HORTOFRUCTICOLA,AGRICOLA,CACAO
SANTANDER,FLORIDABLANCA,"ASOCIACION DE FRUTICULTORES DE LAS VEREDAS BUENAVISTA Y SAN IGNACIO ""AFRUBUESANI""",804013371-1,05/31/2002 12:00:00 AM,3144393592,HOORTOFRUCTICOLA,AGRICOLA,HORTALIZAS Y AROMATICAS
SANTANDER,FLORIDABLANCA,"ASOCIACION DE USUARIOS DEL SERVICIO DE AGUA POTABLE Y SANAMIENTO BASICO VEREDA VERICUTE ""ASOVITALF""",804011904-7,09/18/2001 12:00:00 AM,3162544110,ACUEDUCTO VEREDAL,AGROPECUARIA,AGUA NO TRATADA
SANTANDER,FLORIDABLANCA,"ASOCIACION DE MUJERES CAMPESINAS DE FLORIDABLANCA ""AMUCAF""",804008530-5,11/04/1999 12:00:00 AM,3213019942,HORTOFRUCTICOLA,AGRICOLA,HORTALIZAS Y AROMATICAS
SANTANDER,FLORIDABLANCA,"ASOCIACION PARA EL DESARROLLO RURAL DE FLORIDABLANCA ""ASODERUF""",900854751,03/24/2015 12:00:00 AM,3114433494,ASISTENCIA SOCIAL,PROYECTOS SOCIALES,PROYECTOS SOCIALES
SANTANDER,FLORIDABLANCA,"CORPORACION PARA EL DESARROLLO DEL ORIENTE ""COMPROMISO""",804001309-1,03/05/1997 12:00:00 AM,6433901,ASISTENCIA SOCIAL Y PROYECTOS,PROYECTOS SOCIALES,PROYECTOS SOCIALES
SANTANDER,GALÁN,ASOCIACION DE GANADEROS DEL MUNICIPIO DE GALAN,900200420-3,02/15/2008 12:00:00 AM,3202255357,LACTEA - CARNICA,PECUARIO,LECHE Y CARNE
SANTANDER,GALÁN,"ASOCIACION DE PRODUCTORES GALANEROS DE CACAO DEL MUNICIPIO DE GALAN, SANTANDE",900432891-4,04/20/2011 12:00:00 AM,3214308827,CACAO,AGRICOLA,CACAO
SANTANDER,GALÁN,ASOCIACIÓN DE APICULTORES DE LA SERRANÍA DE LOS YARIGUÍES APISY,901391834-0,07/04/2020 12:00:00 AM,3133449660,APICULTURA,PECUARIO,MIEL Y DERIVADOS
SANTANDER,GALÁN,ASOCIACIÓN DE PRODUCTORES AGROPECUARIOS DE MUNICIO DE GALÁN ASOPRAGAL,901372472-7,03/02/2020 12:00:00 AM,3142197607,MAIZ- CAFÉ- PLATANO- HORTOFRUCTICOLA,AGRICOLA,"CÍTRICOS, YUCA, MAÍZ, CAFÉ, PLATANO, ETC."
SANTANDER,GÁMBITA,ASOFRUGAM,900857309 - 3,12/03/2014 12:00:00 AM,3115539855,PRODUCCION Y COMERCIALIZACION,AGRICOLA,FRUTICOLA (MORA)
SANTANDER,GÁMBITA,ASOMURGAN (MUJERES),830514234 - 4,12/23/1995 12:00:00 AM,3134775815,PRODUCCION Y COMERCIALIZACION,AGRICOLA,HORTOFRUTICOLA
SANTANDER,GÁMBITA,ASOPROGAM,900101305-1,08/18/2006 12:00:00 AM,3142103570,PRODUCCION Y COMERCIALIZACION,AGRICOLA,CAÑA PANELERA
SANTANDER,GÁMBITA,ASOGANCA,900031640-1,06/29/2005 12:00:00 AM,3138512366,PRODUCCION Y COMERCIALIZACION,PECUARIA,GANADEROS
SANTANDER,GIRON,AMUCEM  ASOCIACIÓN DE MUJERES CAMPESINAS EMPRENDEDORAS DE MOTOSO,900 857 380-7,06/10/2015 12:00:00 AM,3184983943,BOCADILLO,AGRICOLA,BOCADILLO DE GUAYABA
SANTANDER,GIRON,CORTOPOCORO CORPORACIÓN CAMPESINA DEL ÁREA DE INFLUENCIA DEL EMBALSE DE TOPOCORO,901 255942-6,02/18/2019 12:00:00 AM,3115090891,PISCICULTURA,PECUARIO,"CACHAMA, MOJARRA"
SANTANDER,GIRON,VERDE SOGAMOSO ASOCIACIÓN AGRO TURÍSTICA VERDE SOGAMOSO,901162023-2,03/07/2018 12:00:00 AM,3176712133,HORTOFRUCTICOLA,AGRICOLA,"PIÑA, LIMON, GUAYABA, GUANABANA"
SANTANDER,GIRON,ASOCIACIÓN GEO VON LENGERKE,900843304-6,04/28/2015 12:00:00 AM,3124106789,ACUICULTURA- FRUCTICOLA,AGROPECUARIA,"PESCADO, LIMON."
SANTANDER,GIRON,ASOCIACION FRUTICOLA UNIDOS POR EL CAMPO AFUC,901347625-1,12/10/2019 12:00:00 AM,3208534606,HORTOFRUCTICOLA,AGRICOLA,CITRICOS-PIÑA
SANTANDER,GIRON,ASOCAMGIR ASOCIACIÓN DE CAMPESINOS DEL MUNICIPIO DE GIRÓN,900 553 141-8,01/19/2012 12:00:00 AM,3118461177,LIMON,AGRICOLA,LIMON.
SANTANDER,GIRON,ASOMUTRADER ASOCIACIÓN DE MUJERES TRABAJADORAS PARA EL DESARROLLO RURAL,900 750 238-8,07/16/2014 12:00:00 AM,3167764665,HORTOFRUCTICOLA,AGROPECUARIA,HUEVOS CACHMA PIÑA
SANTANDER,GIRON,ASOMUCAG ASOCIACIÓN MUNICIPAL DE MUJERES CAMPESINAS DE GIRÓN SANTANDER,804003980-3,05/29/1997 12:00:00 AM,3153580321,CAFÉ -  CACAO,AGRICOLA,"CACAO, CAFÉ."
SANTANDER,GUACA,ASOLDELGUA,900697513-2,11/23/2013 12:00:00 AM,3125419368,LACTEA,PECUARIA,LECHE
SANTANDER,GUACA,MUJERES ARTESANAS DE GUACA,900576832-8,11/26/2012 12:00:00 AM,3134093933,CARNICA,PECUARIA,"TRANSFORMACION DE LANA DE CORDERO EN PRODUCTOS ARTESANALES, VENDA DE CARNE DE CORDERO"
SANTANDER,GUACA,ASOPAGUACA,900676218-4,11/10/2013 12:00:00 AM,3125333338,PAPA,AGRICOLA,PAPA Y ALTERNATIVOS
SANTANDER,GUAPOTÁ,ASOCIACION AGROPECIARIA GUAPOTA,900370212 - 6,07/19/2010 12:00:00 AM,3175133271,GANADERIA DOBLE PROPOSITO,PECUARIA,"CARNE, LECHE"
SANTANDER,GUAVATA,ASPROCOGUA,900739615-7,06/11/2014 12:00:00 AM,3142300900,GUAYABA,AGRICOLA,GUAYABA
SANTANDER,GUAVATA,ASPROGUAVATA,900635005-7,02/16/2012 12:00:00 AM,3142222573,GUAYABA,AGRICOLA,GUAYABA PANELA
SANTANDER,GUEPSA,ASOCIACION DE PRODUCTORES AGROPECUARIOS DE GUEPSA SANTANDER (ASAGROGUEPSA),900037310-3,08/05/2005 12:00:00 AM,3132177396,PANELA,AGRICOLA,"PANELA, GRANO SECO"
SANTANDER,HATO,FRUTIHATO,900883834,07/14/2015 12:00:00 AM,3102299573,CITRICOS,AGRICOLA,CITRICOS
SANTANDER,HATO,ASOPROAPIS,900854760-1,07/14/2015 12:00:00 AM,3143986525,APICULTURA,PECUARIA,MIEL DE ABEJAS
SANTANDER,JESUS MARIA,ASAVICJM@GMAIL.COM,900653986-3,09/12/2013 12:00:00 AM,3104913172,AVICOLA,PECUARIA,HUEVO CAMPECINO
SANTANDER,JESUS MARIA,ASOCIACION PRODUCTORES DE GUYABA DEL MUNICIPIO DE JESUS MARIA,900396849-1,10/06/2010 12:00:00 AM,3133914296,GUAYABA,AGRICOLA,GUAYABA FRUTA
SANTANDER,JESUS MARIA,ASOFRUT JM,900973480-1,05/24/2016 12:00:00 AM,3105662649,FRUCTICOLA,AGRICOLA,PITAHAYA Y GUAYABA
SANTANDER,LA BELLEZA,ASOGABE,900381645-9,09/10/2010 12:00:00 AM,3219231333,LACTEA,PECUARIA,LECHE
SANTANDER,LA BELLEZA,ASOHASSBELL,901065130-7,06/26/2016 12:00:00 AM,3103295277,AGUACATE HASS,AGRICOLA,AGUACATE HASS
SANTANDER,LA BELLEZA,MORABELL,900345066-1,03/09/2016 12:00:00 AM,3125643640,HORTOFRUCTICOLA,AGRICOLA,MORA DE CASTILLA
SANTANDER,LA BELLEZA,ASFRUBEL,900949952-5,03/14/2016 12:00:00 AM,3214244488,FRUCTICOLA,AGRICOLA,GULUPA
SANTANDER,LA BELLEZA,ASOBELCA,804.015.788-7,08/26/2003 12:00:00 AM,3138960275,CACAO,AGRICOLA,CACAO
SANTANDER,LA BELLEZA,ASOCAPROBELL,900498552-6,02/13/2012 12:00:00 AM,3138960275,PISCICOLA,PECUARIA,MOJARRA TAHILANDEZA
SANTANDER,LA BELLEZA,LA EXITOSA,900668415-5,06/18/2013 12:00:00 AM,3102548370,CACAO,AGRICOLA -TRASFORMACIÓN,CHOCOLATE
SANTANDER,LA BELLEZA,ASOGULUP,901092045-3,06/07/2017 12:00:00 AM,3003469173,FRUCTICOLA,AGRICOLA,GULUPA
SANTANDER,LA PAZ,ASOCIACION DE PRODUCTORES Y COMERCIALIZADORES RURALES DEL OPON(BANAPAZ),90754319-4,07/29/2014 12:00:00 AM,3114948477,CACAO Y  PLATANO,AGRICOLA,PLATANO BANANITO Y CACAO
SANTANDER,LA PAZ,ASOCIACION DE PRODUCTRES AGROPECUARIOS DE LA PAZ (ASOAPAZ),900099175-0,08/08/2008 12:00:00 AM,3133839052,CACAO Y PLATANO,AGRICOLA,PLATANO BANANITO Y CACAO
SANTANDER,LA PAZ,ASOCIACION DE CAMPESINOS EMPRENDEDORES  DEL MUNICPIO DE LA PAZ.( ASOCAEMP),900225777-5,08/25/2018 12:00:00 AM,3124456827,CACAO Y PLATANO,AGRICOLA,PLATANO BANANITO Y CACAO
SANTANDER,LANDAZURI,CORPORACION PARA EL DESARROLLO INTEGRAL SOSTENIBLE DE BORRASCOSO OPON,8305131991,07/23/2005 12:00:00 AM,3143508404,SERVICIOS,SERVICIOS,ASESORIA AGROPECUARIA
SANTANDER,LANDAZURI,CORPORACION DE EDUCACION AGROINDUSTRIAL EN SISTEMAS DE DESARROLLO INTEGRAL,9007372908,04/22/2014 12:00:00 AM,3203136906,SERVICIOS,SERVICIOS,ASESORIA AGROPECUARIA
SANTANDER,LANDAZURI,ASOCIACION DE PRODUCTORES Y SERVICIOS INTEGRALES AGROPECUARIOS DEL CARARE OPON,9001593121,06/25/2007 12:00:00 AM,3112381310,CACAO Y BABANITO,AGRICOLA,CACAO SECO Y BANANITO
SANTANDER,LANDAZURI,ASOCIACION AVICOLA DE LANDAZURI,901061298-7,03/08/2017 12:00:00 AM,3103105292,AVICOLA,PECUARIA,HUEVOS
SANTANDER,LANDAZURI,ASOCIACION DE PRODUCTORES AGROINDUSTRIALES DEL OPON,901020418-9,06/10/2016 12:00:00 AM,3229443587,CACAO,TRANSFORMACION  AGRICOLA,CHOCOLATE DE MESA - CONFITERIA
SANTANDER,LANDAZURI,ASOCIACION PRESTADORA DE SERVICIOS INTEGRALES DE BAJO JORDAN,9009734191,05/16/2016 12:00:00 AM,3133373817,CACAO Y BANANITO,AGRICOLA,CACAO SECO Y BANANITO
SANTANDER,LANDAZURI,COOPERATIVA INTEGRAL DE PRODUCTORES AGROPECUARIOS,900043135-5,05/09/2005 12:00:00 AM,3203697310,CACAO,TRANSFORMACION  AGRICOLA,CHOCOLATE DE MESA - CONFITERIA
SANTANDER,LANDAZURI,ASOCIACIÓN DE MUJERES EXITOSAS DEL CARARE,901249846,01/30/2019 12:00:00 AM,3185179883,AVICOLA,PECUARIA,POLLO EN BANDEJA
SANTANDER,LANDAZURI,ASOCIACION DE PRODUCTORES AGROPECUARIOS E INDUSTRIALES DE SANTANDER,901249617,01/29/2019 12:00:00 AM,3505681599,CACAO,TRANSFORMACION  AGRICOLA,CHOCOLATE DE MESA - CONFITERIA
SANTANDER,LANDAZURI,ASOCIACION DE MUJERES RURALES DEL CARARE,901416767-5,09/30/2020 12:00:00 AM,3158123514,CACAO,AGRICOLA,CHOCOLATE
SANTANDER,LEBRIJA,MISION CHOCOLATE,900112961-9,10/17/2006 12:00:00 AM,3162311458,CACAO - CITRICOS,AGRICOLA,GRANO SECO DE CACAO Y CITRICOS EN PRODUCTOS FRESCOS
SANTANDER,LEBRIJA,AMMUCALE,804001605-7,05/26/1997 12:00:00 AM,3172884849,HORTOFRUCTICOLA,AGRICOLA,LEGUMBRES HORTALIZAS Y PRODUCTOS AGROINDRUSTRISLES DE FRUTAS Y VERDURAS
SANTANDER,LEBRIJA,ASOLAGROS,901306306-1,07/26/2019 12:00:00 AM,3175799069,CITRICOLA,AGRICOLA,"LIMON, CRIOLLO Y IMA TAHITI"
SANTANDER,LEBRIJA,ASPAGAL,900802897-6,06/26/2014 12:00:00 AM,3163960619,HORTOFRUCTICOLA,AGRICOLA,"CITRICOS, HORTALIZAS"
SANTANDER,LEBRIJA,UNIAGRI,900342042-1,02/23/2010 12:00:00 AM,3158851920,FRUCTICOLA,AGRICOLA,"LIMON, NARANJA, GUAYABA"
SANTANDER,LOS SANTOS,ASOCIACION DE MUJERES CAMPESINAS AGROINDUSTRIALES DE LOS SANTOS  AMUCAMPES,900857707-1,06/11/2015 12:00:00 AM,3116927192,FRUTA,AGRICOLA,PULPAS DE FRUTA
SANTANDER,LOS SANTOS,ASOCIACION AGROPECUARIA Y TABACALERA DE LOS SANTOS ASOALTESA,804007654-5,05/18/1999 12:00:00 AM,3115191431,TABACO,AGRICOLA,TABACO
SANTANDER,MACARAVITA,ASOCIACION DE HOMBRE Y MUJERES CAMPESINOS DE JAGUI,901105174-3,08/11/2017 12:00:00 AM,3115382644,ASOCIACIONES DE PEQUEÑOS Y MEDIANOS PRODUCTORES,AGROPECUARIA,"FRIJOL, TOMATE, PAPA, MAIZ, AVICOLAS, CAPRINOS"
